latitude,longitude,town,postcode,epci,county,images/0,images/1,images/2,images/3,images/4,images/5,images/6,images/7,images/8,images/9,images/10,images/11,images/12,images/13
45.61652,0.13319,La Couronne,16400,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/511d3a33_8b42_4140_b355_3224f2ee6ea4_jpg_8ca070224f.jpg,,,,,,,,,,,,,
46.14066,-0.91295,Saint-Christophe,17220,CA de La Rochelle,Charente-Maritime,https://api.v2.clean2gether.com/uploads/1c48760c_38ce_4404_ab3f_31d671fbf933_jpg_472410f675.jpg,,,,,,,,,,,,,
45.57506,0.22372,Torsac,16410,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/A2_F03_F25_03_EC_49_B2_918_B_FCE_2192_DA_007_jpg_34aef76578.jpg,https://api.v2.clean2gether.com/uploads/0_F47_C5_AD_6051_49_A6_A900_546702_CE_5883_jpg_f9c00f66b6.jpg,https://api.v2.clean2gether.com/uploads/F0455463_9_B3_C_4060_8_E6_B_C1_F1_FC_817239_jpg_bf10d4baf6.jpg,https://api.v2.clean2gether.com/uploads/5_C02_C2_AA_9_DD_8_407_F_B2_E9_F30_DFCCD_78_ED_jpg_4cd747e669.jpg,,,,,,,,,,
45.92334,0.49688,Saint-Laurent-de-CǸris,16450,CC de Charente Limousine,Charente,https://api.v2.clean2gether.com/uploads/D3_F10_FDD_753_B_4_E39_A4_A1_0_D5174_AD_2_AB_7_jpg_d2fb9b00f5.jpg,,,,,,,,,,,,,
45.67524,0.21965,Ruelle-sur-Touvre,16600,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/c7376f98_42e6_40b3_9f7e_7f387ef43a12_jpg_0fed4ac8be.jpg,,,,,,,,,,,,,
45.92628,0.48196,Saint-Laurent-de-CǸris,16450,CC de Charente Limousine,Charente,https://api.v2.clean2gether.com/uploads/874cee64_78b7_458d_965c_65299c853107_jpg_ab30cbc99d.jpg,,,,,,,,,,,,,
45.93202,0.4303,Parzac,16450,CC de Charente Limousine,Charente,https://api.v2.clean2gether.com/uploads/77943f04_7ef2_4688_aff9_ecf1a101be9d_jpg_4155937086.jpg,https://api.v2.clean2gether.com/uploads/33fae8a8_ea97_4442_b174_9ab2fb3d14a5_jpg_357615423c.jpg,,,,,,,,,,,,
45.66065,0.20924,L'Isle-d'Espagnac,16340,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/3be1c9ab_6466_4337_88f9_da067bef961d_jpg_b0e18a61a3.jpg,,,,,,,,,,,,,
45.64468,0.18155,Soyaux,16800,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/A9_BBAF_1_C_8_A10_40_A6_80_DB_59_DF_39_C06_F03_jpg_81aab63dbe.jpg,,,,,,,,,,,,,
45.75721,-0.41443,Saint-Sulpice-de-Cognac,16370,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/8965_E98_B_5_D2_B_415_A_95_B1_ACC_0_B3_A167_C7_jpg_3056a96782.jpg,,,,,,,,,,,,,
45.61719,0.07339,La Couronne,16400,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/97634_EF_3_C2_BE_4382_A11_C_6902_A575_F906_jpg_53c6831ad7.jpg,https://api.v2.clean2gether.com/uploads/ADC_2_AC_73_B18_B_49_BC_AA_7_B_751_F393826_EE_jpg_d5dc33560e.jpg,,,,,,,,,,,,
45.61807,-0.21903,Segonzac,16130,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/2429fea7_5c8b_4ad8_863f_6b25fe1e80ea_jpg_78cf173359.jpg,https://api.v2.clean2gether.com/uploads/9eb67d4b_fb84_434e_9709_e4ea1ad2bbc3_jpg_32add370fb.jpg,https://api.v2.clean2gether.com/uploads/33e6e1d2_eb68_4d1c_b2a1_8462fcd9308f_jpg_3ede08a2b6.jpg,,,,,,,,,,,
45.2286,0.17086,Saint-Privat-des-PrǸs,24410,CC du Pays de Saint Aulaye,Dordogne,https://api.v2.clean2gether.com/uploads/031_AB_6_B5_98_E9_4_A88_BEA_5_85286_F9_CDA_22_jpg_93622a71bf.jpg,,,,,,,,,,,,,
45.22896,0.17152,Saint-Privat-des-PrǸs,24410,CC du Pays de Saint Aulaye,Dordogne,https://api.v2.clean2gether.com/uploads/3_B0_AF_96_F_8_B1_C_409_F_ABA_4_259_EAECF_64_D2_jpg_1825fbb75c.jpg,,,,,,,,,,,,,
45.6459,0.11088,Saint-Michel,16470,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/eb54078e_2c4c_4ac4_9ee0_0022ba48b591_jpg_2078b50aa7.jpg,,,,,,,,,,,,,
45.6744,0.26245,Mornac,16600,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/1_C6_DAEA_5_76_F2_4620_9191_D876_C2_BC_3_A96_jpg_3db0dd6148.jpg,,,,,,,,,,,,,
45.3486,-0.0391,Passirac,16480,CC des 4B Sud Charente,Charente,https://api.v2.clean2gether.com/uploads/FB_46_F23_A_4769_4470_8_F0_E_C5_B2_AE_7_B1767_jpg_33f3c40569.jpg,,,,,,,,,,,,,
45.67519,-0.27444,Gensac-la-Pallue,16130,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/5bb36e9c_c45c_4d78_beab_e46cdf1e3af5_jpg_082f6f7254.jpg,,,,,,,,,,,,,
45.6149,0.13355,La Couronne,16400,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/40a9daad_6c7c_4039_9582_50c6d25f2a30_jpg_3022a15180.jpg,,,,,,,,,,,,,
45.61593,0.1324,La Couronne,16400,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/6dd61fbc_87e6_484f_b0dc_310f81baba3a_jpg_dd5b0beed3.jpg,,,,,,,,,,,,,
45.64754,0.49061,Montbron,16220,CC La Rochefoucauld - Porte du PǸrigord,Charente,https://api.v2.clean2gether.com/uploads/1899128c_384b_4d3d_9505_45da3b36031b_jpg_4ade982ee5.jpg,https://api.v2.clean2gether.com/uploads/f4759b22_c5b9_41d4_914e_3e730a2c564e_jpg_9b7da80a70.jpg,https://api.v2.clean2gether.com/uploads/a6e5747c_9d6a_457c_8391_25df32ea51cd_jpg_48c824fc4c.jpg,,,,,,,,,,,
45.64206,0.1883,Soyaux,16800,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/34f05542_3be1_4926_a8f8_3751877326a8_jpg_6b9eadf0eb.jpg,,,,,,,,,,,,,
45.64436,-0.20408,Mainxe,16200,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/bcf213bb_e3ec_490d_803a_ad733086ab1a_jpg_ef78f7a593.jpg,,,,,,,,,,,,,
44.82664,-0.7911,Martignas-sur-Jalle,33127,Bordeaux MǸtropole,Gironde,https://api.v2.clean2gether.com/uploads/06681312_57c3_40bb_be76_a7f03b549949_jpg_b195859e04.jpg,,,,,,,,,,,,,
45.63392,-0.38442,Gimeux,16130,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/61aec05a_7252_4578_b837_fe6f72867105_jpg_3be63433e6.jpg,,,,,,,,,,,,,
45.69012,-0.20786,Chassors,16200,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/ece299fb_7a69_4497_a9c4_2dd3ed9a3ab3_jpg_e4659f725c.jpg,https://api.v2.clean2gether.com/uploads/22cec36b_2cc2_4b1e_a5e2_107bea2d8649_jpg_7d44ca8881.jpg,https://api.v2.clean2gether.com/uploads/60007e43_1a70_4f2a_b3e1_73d1dc3c8307_jpg_f2cc059180.jpg,,,,,,,,,,,
44.84755,0.85446,Le Buisson-de-Cadouin,24480,CC des Bastides Dordogne-PǸrigord,Dordogne,https://api.v2.clean2gether.com/uploads/615ce5bb_5df9_470a_8adb_b8cc34e623a3_jpg_a3e996c1c3.jpg,https://api.v2.clean2gether.com/uploads/aba49bd9_60c9_4746_b077_c1036d8422c0_jpg_ae09e99285.jpg,,,,,,,,,,,,
45.58828,0.10774,La Couronne,16400,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/633_BA_440_61_E5_4853_99_F0_1_E64_B1_C96304_jpg_2606bdc462.jpg,,,,,,,,,,,,,
46.02534,0.13514,La Faye,16700,CC Val de Charente,Charente,https://api.v2.clean2gether.com/uploads/20d6db01_2e59_497a_9993_07d61692e370_jpg_9e8be62295.jpg,,,,,,,,,,,,,
45.67467,0.11115,FlǸac,16730,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/98fdd3ad_4758_48d4_86dc_2093868cae94_jpg_349e5e750a.jpg,https://api.v2.clean2gether.com/uploads/7fb600e8_95ce_4dbe_9d82_4d048f08c959_jpg_2cd1fe784a.jpg,,,,,,,,,,,,
44.82174,0.80742,Moli��res,24480,CC des Bastides Dordogne-PǸrigord,Dordogne,https://api.v2.clean2gether.com/uploads/1b69021b_2bb9_4ea3_b7fb_519355f70d2b_jpg_14e0efa992.jpg,https://api.v2.clean2gether.com/uploads/3693a856_9642_407f_832d_b740b5441684_jpg_0757571086.jpg,https://api.v2.clean2gether.com/uploads/3df16d22_92cc_421f_af2c_4767f246e149_jpg_e93a59b5ef.jpg,https://api.v2.clean2gether.com/uploads/4f6e029f_0945_4484_9ecb_bcd491f070ad_jpg_9fc7cc756b.jpg,https://api.v2.clean2gether.com/uploads/201c3e6a_8eec_4a0a_a774_02ee4258c00b_jpg_2ce3f87fb2.jpg,https://api.v2.clean2gether.com/uploads/26bcf634_655f_462e_a61d_fee2f746e890_jpg_073e8f2083.jpg,https://api.v2.clean2gether.com/uploads/432b31a1_a97f_48ec_aac3_84eedc375eed_jpg_df16220250.jpg,,,,,,,
44.84824,0.85096,Le Buisson-de-Cadouin,24480,CC des Bastides Dordogne-PǸrigord,Dordogne,https://api.v2.clean2gether.com/uploads/3786ed94_f36e_4999_a509_c60f8a231d0b_jpg_488fdf0900.jpg,https://api.v2.clean2gether.com/uploads/bb2ed39a_26cc_4b03_80da_a0f33d19baf4_jpg_9eb23d03d3.jpg,https://api.v2.clean2gether.com/uploads/2dd1bdf4_3ef5_4959_833b_ab87ea15c293_jpg_1408537eae.jpg,https://api.v2.clean2gether.com/uploads/49cab32f_b9c4_4ff8_b2df_20b0f38a1412_jpg_0f1efe5b0c.jpg,https://api.v2.clean2gether.com/uploads/d980d757_05c2_48f1_b325_ca5d98128ab1_jpg_4b541066f4.jpg,https://api.v2.clean2gether.com/uploads/969babd2_fda5_45f4_b484_5db80e30ff63_jpg_13fee5e551.jpg,https://api.v2.clean2gether.com/uploads/004cfd6c_5e59_4166_9e85_64ff81550201_jpg_baec0893c2.jpg,https://api.v2.clean2gether.com/uploads/5a5f84ea_6184_47e8_bc43_399a2728fad3_jpg_e71e40794f.jpg,https://api.v2.clean2gether.com/uploads/1cb3d86e_4de6_4ffd_b685_c0ebf5680c3f_jpg_68f24d16eb.jpg,https://api.v2.clean2gether.com/uploads/aed5d8b2_0a4b_4730_9eec_f253a92da1d8_jpg_9425b3776d.jpg,https://api.v2.clean2gether.com/uploads/dcb349cd_e90e_4492_a2d1_968547fab1c6_jpg_9ca6fff282.jpg,https://api.v2.clean2gether.com/uploads/e5a1c68a_52ae_47ef_879f_99d136baf52e_jpg_c974e7fb9c.jpg,https://api.v2.clean2gether.com/uploads/4ee13475_e8c3_4428_be6f_58073ffbde77_jpg_9d7baffb8f.jpg,https://api.v2.clean2gether.com/uploads/3a4e7ab9_7fb3_415f_8368_ecd24451d2c8_jpg_6081323430.jpg
45.58929,-0.07304,Chǽteauneuf-sur-Charente,16120,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/f2a5c88c_ce72_42c3_b3ab_658c6a531ac1_jpg_bfa73fed79.jpg,,,,,,,,,,,,,
45.41643,-0.19515,Reignac,16360,CC des 4B Sud Charente,Charente,https://api.v2.clean2gether.com/uploads/AE_0_C1_E50_5_D92_4933_AA_00_10_F6_D4182_CDF_jpg_6d50a36ae9.jpg,https://api.v2.clean2gether.com/uploads/52_DB_72_F1_1356_483_A_B8_A6_B22725_C78910_jpg_09b487f2e4.jpg,,,,,,,,,,,,
45.67718,0.06177,FlǸac,16730,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/9d265fdb_ba4b_4093_b079_000bdc8a61b9_jpg_901054e7b0.jpg,,,,,,,,,,,,,
45.63908,0.234,Magnac-sur-Touvre,16600,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/0d6644ac_3cfa_4aa7_8c5e_06980979f5fb_jpg_a6fee450b4.jpg,https://api.v2.clean2gether.com/uploads/e974b818_5d7c_4d42_8b02_db10d4572a3a_jpg_dc5b6cabe7.jpg,,,,,,,,,,,,
45.66862,0.28358,Mornac,16600,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/FFF_37_AEA_D310_4_F88_964_D_7_F2_DCA_9927_AC_jpg_79a87765cd.jpg,,,,,,,,,,,,,
45.58382,0.35821,Vouzan,16410,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/FA_16_F2_D0_3_CE_6_49_D1_B5_CA_4_A8_F0504_BD_5_F_jpg_6b48bc35e3.jpg,https://api.v2.clean2gether.com/uploads/8_F009733_38_C8_4920_AF_89_5_DA_30_A369_E89_jpg_fef9f085a4.jpg,https://api.v2.clean2gether.com/uploads/9_C1_A6_FA_3_7_AD_9_4_E2_A_B73_A_46127_EC_5_E43_D_jpg_d621cedcb0.jpg,,,,,,,,,,,
45.67447,0.31069,Mornac,16110,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/7113_B7_AE_BC_99_4_CEC_AC_23_2338_AF_544757_jpg_382c6890d4.jpg,,,,,,,,,,,,,
45.692,0.02412,Douzat,16290,CC du Rouillacais,Charente,https://api.v2.clean2gether.com/uploads/5_D9_C0923_33_E1_438_F_8327_F824_CEE_7971_E_jpg_6564b58d87.jpg,,,,,,,,,,,,,
45.63698,0.22454,Soyaux,16800,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/b0c33c59_5179_47fc_adbf_cff2a4a9f8b9_jpg_d8796c2e31.jpg,,,,,,,,,,,,,
45.7099,0.15854,Champniers,16430,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/5948e262_a108_4b0b_b4f4_cdb763fc9557_jpg_87f6288ab2.jpg,,,,,,,,,,,,,
45.7919,-0.13814,Sonneville,16170,CC du Rouillacais,Charente,https://api.v2.clean2gether.com/uploads/1a3460e6_a032_4453_8c3f_0aa123d7f5ff_jpg_612d1e2736.jpg,,,,,,,,,,,,,
45.93499,0.46498,Saint-Laurent-de-CǸris,16450,CC de Charente Limousine,Charente,https://api.v2.clean2gether.com/uploads/D6573378_156_E_47_CE_B9_EF_7_FBD_2_E0_D374_B_jpg_3a98543d1e.jpg,,,,,,,,,,,,,
45.64783,0.1904,Soyaux,16800,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/90a51d4a_07fa_4aed_b76e_b22711065059_jpg_299eb5034e.jpg,,,,,,,,,,,,,
45.7893,-0.13601,Sonneville,16170,CC du Rouillacais,Charente,https://api.v2.clean2gether.com/uploads/738ef923_5a24_4c06_aecb_60d701ebfcc9_jpg_427adeecfa.jpg,,,,,,,,,,,,,
45.64761,0.18938,Soyaux,16800,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/3dfdf4a4_5fa7_4f17_8a99_53905f05f910_jpg_c2acfad31e.jpg,,,,,,,,,,,,,
45.85536,0.38301,La Tǽche,16260,CC Coeur de Charente,Charente,https://api.v2.clean2gether.com/uploads/63c52b4b_4273_4dae_a146_04aa93f003f3_jpg_feb5a06b73.jpg,,,,,,,,,,,,,
45.67444,-0.2966,Chǽteaubernard,16100,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/8_FC_20837_45_D9_4750_8576_23_FD_5_A3_E45_B9_jpg_9ceee6552c.jpg,,,,,,,,,,,,,
44.84776,-0.7604,Martignas-sur-Jalle,33127,Bordeaux MǸtropole,Gironde,https://api.v2.clean2gether.com/uploads/1d1addea_d4d9_4fea_ba0c_ba07b4681f05_jpg_12e14e05db.jpg,https://api.v2.clean2gether.com/uploads/cd2b5035_e146_4287_9851_bbad5955883e_jpg_6d8ea5abc7.jpg,https://api.v2.clean2gether.com/uploads/5a84b7b0_60be_4ef2_8b2a_5568b3d119d2_jpg_6c0eab8563.jpg,,,,,,,,,,,
45.70554,-0.34756,Cognac,16100,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/0f1bb684_28a0_4b1c_95f7_897b8f7094d5_jpg_0cea8e6e0c.jpg,https://api.v2.clean2gether.com/uploads/5d88df93_2c68_4b75_b310_0073a76cf07c_jpg_7815d3ccbb.jpg,https://api.v2.clean2gether.com/uploads/ad8a235e_d2d1_4f3a_b972_6ca7db2e085a_jpg_62040f726f.jpg,,,,,,,,,,,
45.47079,0.24147,Ronsenac,16320,CC Lavalette Tude Dronne,Charente,https://api.v2.clean2gether.com/uploads/1eec9db3_c292_464a_88b5_0e1d1caef933_jpg_9f4d146a19.jpg,,,,,,,,,,,,,
44.82932,-0.777,Martignas-sur-Jalle,33127,Bordeaux MǸtropole,Gironde,https://api.v2.clean2gether.com/uploads/a5071201_8fe2_40d5_b32d_8916a1011e5f_jpg_79b932e6ef.jpg,,,,,,,,,,,,,
45.55569,-0.00415,Roullet-Saint-Est��phe,16440,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/E05_FAC_8_F_5_F8_D_4784_B0_E9_6_B36_A9_FBBF_52_jpg_c36817aeda.jpg,,,,,,,,,,,,,
45.94924,0.85945,Brigueuil,16420,CC de Charente Limousine,Charente,https://api.v2.clean2gether.com/uploads/f62054f9_b8c7_4d21_9401_ca10b9c005dd_jpg_9eeb88bd14.jpg,,,,,,,,,,,,,
45.94492,0.85851,Brigueuil,16420,CC de Charente Limousine,Charente,https://api.v2.clean2gether.com/uploads/d64fbcfe_a005_4e28_832e_f506849b45f9_jpg_986b723ed5.jpg,https://api.v2.clean2gether.com/uploads/6bf58a06_46c7_4fe9_9eb2_6dea01d61258_jpg_fd62c5d21c.jpg,,,,,,,,,,,,
45.56214,0.01937,Roullet-Saint-Est��phe,16440,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/4801_D8_E3_F955_42_E0_96_BB_2_E8_E3745_B4_D3_jpg_15c4bb46b4.jpg,,,,,,,,,,,,,
45.66409,0.17092,Gond-Pontouvre,16160,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/5a23cc06_329c_4671_967d_cecb82851572_jpg_71e5f3503d.jpg,,,,,,,,,,,,,
45.64493,0.11378,AngoulǦme,16000,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/dd59e539_eac2_40ec_9343_8a4a1edbe547_jpg_42d5175374.jpg,,,,,,,,,,,,,
45.64507,0.1133,AngoulǦme,16000,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/0ec5d0b6_6b85_4af1_bed4_cbc60b5f3339_jpg_3182c49a47.jpg,https://api.v2.clean2gether.com/uploads/dea84d20_338e_43ca_aa78_23faffa83a34_jpg_779d441103.jpg,,,,,,,,,,,,
45.6456,0.11534,AngoulǦme,16000,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/c4adae2d_b582_4bd8_a024_b4f514d13392_jpg_6e7e90acef.jpg,,,,,,,,,,,,,
45.8433,0.15021,Cellettes,16230,CC Coeur de Charente,Charente,https://api.v2.clean2gether.com/uploads/8_E8_EE_0_F5_8377_4818_B1_BA_CC_61052_EC_381_jpg_2267229d37.jpg,https://api.v2.clean2gether.com/uploads/168_F96_D5_050_C_472_F_8_E81_98512_D89_D822_jpg_52eacec8c7.jpg,,,,,,,,,,,,
45.68799,-0.07466,MǸrignac,16200,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/8_A087_C1_A_39_F4_4_CCC_86_A2_4_E29_DC_90956_B_jpg_7db78909cd.jpg,,,,,,,,,,,,,
45.68868,-0.07495,MǸrignac,16200,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/8_A087_C1_A_39_F4_4_CCC_86_A2_4_E29_DC_90956_B_jpg_7ca0f5d044.jpg,,,,,,,,,,,,,
45.06443,-0.53972,Lansac,33710,CC du Grand Cubzaguais,Gironde,https://api.v2.clean2gether.com/uploads/7fa8d01f_0890_488e_89ee_fbc8b62ec68e_jpg_e14b7fab2f.jpg,,,,,,,,,,,,,
45.73648,-0.25355,RǸparsac,16200,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/7b472f3e_1091_4fb0_b059_5dd855e4450b_jpg_712665b236.jpg,https://api.v2.clean2gether.com/uploads/dd681d02_eaca_40f6_97ff_9700329bb718_jpg_229d551a62.jpg,https://api.v2.clean2gether.com/uploads/55dec792_d06e_4889_8006_f422e521b47a_jpg_fff9198fb0.jpg,https://api.v2.clean2gether.com/uploads/8db56d52_1693_4172_963d_0ae9a4630220_jpg_daffe499bd.jpg,https://api.v2.clean2gether.com/uploads/eb337ca3_90bc_4915_8abe_78f449c19b3f_jpg_cfe6b5bd45.jpg,,,,,,,,,
45.68845,-0.07612,MǸrignac,16200,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/4_B89_E638_1_AE_0_4711_A344_8_E1041_C701_A0_jpg_7b05f2d1e2.jpg,,,,,,,,,,,,,
45.71537,0.26397,Brie,16590,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/6_D437_DBE_C306_4334_A8_A8_F4_FD_9_B48_CF_71_jpg_78323bde54.jpg,https://api.v2.clean2gether.com/uploads/2_AC_8_B3_F2_EA_7_C_4080_AD_2_F_07_AC_9505_FC_27_jpg_c43bda3a80.jpg,https://api.v2.clean2gether.com/uploads/0646_E307_77_D4_4_DD_9_9_D05_B8_A47052972_E_jpg_e7b2cbdc9e.jpg,https://api.v2.clean2gether.com/uploads/EAA_8769_A_35_B4_47_D3_886_F_675_E6_D9447_A4_jpg_ba2c2362b3.jpg,https://api.v2.clean2gether.com/uploads/788_C7023_3_ED_9_49_DB_9_DD_0_4_C9_BDEEC_30_D6_jpg_7738ad5bed.jpg,,,,,,,,,
45.6204,-0.11128,Graves-Saint-Amant,16120,CA du Grand Cognac,Charente,https://api.v2.clean2gether.com/uploads/b6b34f2d_8493_4836_9d47_3f5eadabd391_jpg_2cef53677d.jpg,,,,,,,,,,,,,
45.71409,0.26496,Brie,16590,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/509_E492_F_4908_4_C6_D_8_C4_C_787_E522_AF_5_C7_jpg_ae607a9451.jpg,https://api.v2.clean2gether.com/uploads/4_C7544_AF_1_FF_3_459_E_98_B9_966_C9_CD_15_B50_jpg_23b4e51ad2.jpg,https://api.v2.clean2gether.com/uploads/B1_CA_0_CA_3_65_FA_49_FB_A819_1_C1_A147_A6_C89_jpg_56f3fff77f.jpg,https://api.v2.clean2gether.com/uploads/E64_B530_C_038_D_47_A5_A288_CE_5_C6_BF_306_C3_jpg_47d2c6b61c.jpg,https://api.v2.clean2gether.com/uploads/863718_DC_0_AFD_4_C8_B_9_EF_1_FCEFB_9870599_jpg_33966c298b.jpg,,,,,,,,,
45.79037,0.19132,Tourriers,16560,CC Coeur de Charente,Charente,https://api.v2.clean2gether.com/uploads/f229229d_b15c_45d5_90eb_a7fabeead27d_jpg_647ef9ee96.jpg,,,,,,,,,,,,,
45.73788,0.38999,La Rochefoucauld-en-Angoumois,16110,CC La Rochefoucauld - Porte du PǸrigord,Charente,https://api.v2.clean2gether.com/uploads/8c33df43_d23e_44a1_b958_5b9e63bfd7ee_jpg_d4cd1a29d1.jpg,,,,,,,,,,,,,
45.71514,0.35782,Saint-Projet-Saint-Constant,16110,CC La Rochefoucauld - Porte du PǸrigord,Charente,https://api.v2.clean2gether.com/uploads/abde6539_7c5e_41eb_b20a_4699207bd165_jpg_0b14615f2c.jpg,,,,,,,,,,,,,
45.62557,0.35608,Chazelles,16380,CC La Rochefoucauld - Porte du PǸrigord,Charente,https://api.v2.clean2gether.com/uploads/C1_A7_CB_45_D650_4699_88_D1_5_C69602_FF_541_jpg_27db28066f.jpg,,,,,,,,,,,,,
45.56921,0.22071,Torsac,16410,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/EC_943811_41_C0_4_D5_D_9_BEF_737_FEE_601_F7_A_jpg_adbbc08e60.jpg,,,,,,,,,,,,,
45.72502,0.2724,Brie,16590,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/8649_CAFC_E9_B8_4_C6_F_A541_C2892_DD_6_F7_C0_jpg_57817788ad.jpg,,,,,,,,,,,,,
45.71756,0.2742,Brie,16590,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/6_D01_DECA_AAE_5_4379_8_EB_6_E8_E2_B1_EAEBCC_jpg_96412fbb8e.jpg,,,,,,,,,,,,,
45.72494,0.27178,Brie,16590,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/CEE_39_E3_B_B36_B_451_B_BA_51_603_C6_E733_D20_jpg_19ae8707f2.jpg,,,,,,,,,,,,,
45.69021,0.0236,Douzat,16290,CC du Rouillacais,Charente,https://api.v2.clean2gether.com/uploads/143b629d_85b8_44ab_810b_049a36248012_jpg_be9dd0b18f.jpg,,,,,,,,,,,,,
45.9133,0.20378,Lich��res,16460,CC Coeur de Charente,Charente,https://api.v2.clean2gether.com/uploads/7a25f561_ac46_47b3_885e_779df23ee76a_jpg_6acff02c67.jpg,https://api.v2.clean2gether.com/uploads/f9c2f3e2_1938_4db4_a57a_e944c07972bd_jpg_983874c148.jpg,https://api.v2.clean2gether.com/uploads/1367b8a8_cde6_4dc0_aef7_e14f9e9e29ff_jpg_f12f6fb5c1.jpg,,,,,,,,,,,
45.89185,-0.0095,Aigre,16140,CC Coeur de Charente,Charente,https://api.v2.clean2gether.com/uploads/64b2af24_879b_4bdc_91e2_e07f6a3534a1_jpg_a1da949955.jpg,,,,,,,,,,,,,
45.61188,0.24922,Dirac,16410,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/c56ef252_31cc_43e2_a3ee_380eff65a385_jpg_ae5b31e6a1.jpg,https://api.v2.clean2gether.com/uploads/d0c8ef42_2ad2_40da_b6c2_067f2eafeb40_jpg_240fd478f0.jpg,,,,,,,,,,,,
45.89474,-0.00688,Aigre,16140,CC Coeur de Charente,Charente,https://api.v2.clean2gether.com/uploads/e70db01f_dc17_4299_8667_0e9f9261a78e_jpg_52a5be73d1.jpg,,,,,,,,,,,,,
45.89508,-0.0065,Aigre,16140,CC Coeur de Charente,Charente,https://api.v2.clean2gether.com/uploads/ce15eaab_917a_412e_85b3_7cf7d7c5b1d0_jpg_f3ef4734f3.jpg,,,,,,,,,,,,,
45.52155,0.09316,Plassac-Rouffiac,16250,CA du Grand AngoulǦme,Charente,https://api.v2.clean2gether.com/uploads/c3936373_43ea_4607_a459_723e08903181_jpg_8f11a60518.jpg,https://api.v2.clean2gether.com/uploads/8869e52f_6a5d_4d62_8779_be5b823874a9_jpg_829e7da4a3.jpg,https://api.v2.clean2gether.com/uploads/ccd44068_4e33_46df_a2bd_2d9332a43e74_jpg_20fe398ccf.jpg,https://api.v2.clean2gether.com/uploads/44ec4e0b_f099_4e13_b549_c28bd641aace_jpg_a2459f3b0b.jpg,,,,,,,,,,
